Sl_No,CIN,Company_Name,Triggered_By,NCLT_Bench,Defunct,Date_Insolvency_Commencement,Date_Liquidation_Order,Total_Admitted_Claims,Admitted_Claims_FC,Admitted_Claims_OC,No_Resolution_Plans,Highest_Resolution_Value,Liquidation_Flag
180,U51420TN2006PTC060563,S D S Steels Private Limited,FC,Chennai,Yes,2018-04-02,2018-07-30,23.73,23.73,0,0.0,-,1
181,U34200DL2008PTC172214,Carnation Auto India Private Limited,FC,New Delhi,No,2017-09-25,2018-08-01,215.03,213.39,1.64,1.0,13,1
182,U31300UP1982PLC005567,Parerhat Gas Industries Limited,FC,Allahabad,No,2017-11-30,2018-08-02,122.05,122.05,0,0.0,-,1
183,U28991TN1987PTC014423,G B Engineering Enterprises Private Limited,CD,Chennai,No,2018-01-25,2018-08-06,57.06,38.98,18.08,0.0,-,1
184,U29253TN2013PTC093485,Akshaya Imaging Systems Private Limited,FC,Chennai,Yes,2018-05-31,2018-08-07,13.85,13.85,0,0.0,-,1
185,U45202TN2006PLC059149,Vasavi Housing Infrastructure Limited,FC,Chennai,Yes,2017-09-27,2018-08-07,0.0,0.0,0,0.0,-,1
186,L17117PB1988PLC016933,Supreme Tex Mart Limited,FC,Chandigarh,Yes,2017-09-29,2018-08-08,707.38,660.65,46.73,1.0,231.16,1
187,U70101TN1995PTC033177,LCS City Makers Private Limited,CD,Chennai,No,2018-04-20,2018-08-08,9.43,6.79,2.64,0.0,-,1
188,U28999WB1984PLC037220,Alipurduar Enterprises Ltd,OC,Kolkata,Yes,2018-02-07,2018-08-08,6.35,6.27,0.08,0.0,-,1
189,U50102MH1980PTC023155,Pandit Automotive Private Limited,FC,Mumbai,Yes,2018-03-12,2018-08-09,346.4,307.15,39.25,0.0,-,1
190,U72200KA2010PTC056221,Lukup Media Private Limited,FC,Bengaluru,Yes,2018-01-17,2018-08-10,158.51999999999998,77.57,80.95,0.0,-,1
191,U25200MH1999PLC117874,Bluplast Industries Limited,FC,Mumbai,No,2017-10-05,2018-08-10,73.5,73.5,0,1.0,18.33,1
192,U51909TN2003PTC052067,Rathna Stores Private Limited,FC,Chennai,No,2017-11-03,2018-08-14,109.06,74.86,34.2,0.0,-,1
193,U45400TN2012PTC084362,Hallmark Living Space Private Limited,OC,Chennai,Yes,2017-09-26,2018-08-17,103.73,64.81,38.92,0.0,-,1
194,U51109GJ2004PLC043524,Anil Tradecom Limited,OC,Ahmedabad,Yes,2017-12-22,2018-08-17,69.59,0.0,69.59,0.0,-,1
195,U00000PB1989PLC008941,Sham Udyog Limited,OC,Chandigarh,Yes,2017-11-21,2018-08-20,63.55,31.41,32.14,0.0,-,1
196,U29119DL1989PLC036554,Energo Engineering Projects Limited,CD,New Delhi,No,2017-09-05,2018-08-21,2678.74,1300.41,1378.33,0.0,-,1
197,U51420MH2005PTC150550,Conros Steels Private Limited,FC,Mumbai,Yes,2017-12-19,2018-08-21,720.94,720.94,0,0.0,-,1
198,L40200WB1995PLC068251,Eastern Gases Ltd,FC,Kolkata,No,2017-11-08,2018-08-21,167.3,81.18,86.12,1.0,22,1
199,L45200TG1993PLC015545,Lanco Infratech Limited,FC,Hyderabad,Yes,2017-08-07,2018-08-27,53451.0,47721.0,5730,7.0,1584,1
200,U21020MH1986SGC040046,Brown Kraft Industries Limited,CD,Mumbai,Yes,2017-08-07,2018-08-27,120.22,120.21,0.01,0.0,-,1
201,U10100MH2001PTC130464,Gupta Global Resources Private Limited,CD,Mumbai,Yes,2017-10-04,2018-08-28,3907.35,3862.64,44.71,0.0,-,1
202,U27101OR1993PTC003400,Bajrangbali Alloys Private Limited,FC,Kolkata,Yes,2018-02-15,2018-08-28,114.46,114.46,0,0.0,-,1
203,U99999MH2000PLC126777,Global Proserv Limited,OC,Mumbai,Yes,2018-02-23,2018-08-29,93.34,0.0,93.34,0.0,-,1
204,U74300TN2006PTC060149,Kavya Advertising and Marketing Private Limited,OC,Chennai,Yes,2017-11-29,2018-08-30,1.65,1.1,0.55,0.0,-,1
205,U10102OR2003PLC007348,Ghotaringa Minerals Limited,FC,Kolkata,Yes,2018-02-16,2018-08-31,4801.2,4801.2,0,0.0,-,1
206,U40109MH2007PTC172271,Abhijeet Madc Nagpur Energy Private Limited,FC,Mumbai,No,2017-10-06,2018-08-31,1986.5,1777.7,208.8,3.0,200,1
207,U72200MH1995PLC094261,Numero Uno International Limited,CD,Mumbai,Yes,2017-09-11,2018-09-04,0.0041,0.0,0.0041,0.0,-,1
208,U31909WB1995PLC069550,Techno Fab Manufacturing Ltd,FC,Kolkata,Yes,2018-02-16,2018-09-05,144.26000000000002,138.46,5.8,1.0,11.63,1
209,U67120WB1982PLC035507,Kiev Finance Ltd.,OC,Kolkata,No,2018-02-28,2018-09-10,0.29,0.0,0.29,0.0,-,1
210,U27103CT2000PLC013979,Shree Radhe Industries Ltd.,FC,Mumbai,Yes,2017-12-04,2018-09-11,147.08,147.08,0,0.0,-,1
211,U70102MH2006PTC164030,Neelkanth Township and Construction Private Limited,FC,Mumbai,Yes,2017-04-21,2018-09-12,232.405,232.3,0.105,1.0,105.56,1
212,L67120DL1984PLC017904,Tirupati Inks Limited.,FC,New Delhi,Yes,2017-11-02,2018-09-12,218.77,218.77,0,0.0,-,1
213,U51311DL2002PTC116221,JDS Apparels Private Limited,OC,New Delhi,Yes,2017-05-18,2018-09-12,102.59,68.31,34.28,1.0,20.6,1
214,U74899DL1989PTC037766,Sandeep Axles Private Limited,OC,New Delhi,Yes,2017-10-17,2018-09-13,63.37,54.75,8.62,1.0,15.5,1
215,U74140DL2011PTC219681,PK Sales Company Private Limited,CD,New Delhi,Yes,2017-11-21,2018-09-13,42.67,42.67,0,1.0,8,1
216,U45200DL2007PTC160911,Dream Land Realtor Private Limited,CD,New Delhi,Yes,2017-11-21,2018-09-13,6.53,6.53,0,2.0,2,1
217,L36911WB2002PLC095086,Shree Ganesh Jewellery House (I) Limited,FC,Kolkata,Yes,2018-02-12,2018-09-14,5001.37,4856.39,144.98,0.0,-,1
218,U51495DL2004PTC126798,Veebro Technoplast Private Limited,FC,New Delhi,Yes,2017-09-22,2018-09-14,4.93,4.93,0,0.0,-,1
219,U27109WB2005PLC102946,Impex Steel Limited,OC,Kolkata,Yes,2018-03-16,2018-09-18,154.19,74.07,80.12,0.0,-,1
220,U74900HR2011PTC055926,Bookawheel Technologies Private Limited,OC,Chandigarh,Yes,2018-03-05,2018-09-18,1.61,0.0,1.61,0.0,-,1
221,L51909DL1983PLC015418,Moser Baer India Limited,FC,New Delhi,Yes,2017-11-14,2018-09-20,4851.5,4734.0,117.5,0.0,-,1
222,U61100TN2005PTC055450,Meka Dredging Company Private Limited,OC,Chennai,No,2018-02-09,2018-09-20,71.48,67.98,3.5,0.0,-,1
223,U45202PB2006PTC030056,KKK Cotspin Private Limited,FC,Chandigarh,Yes,2018-01-25,2018-09-25,5.57,4.63,0.94,0.0,-,1
224,U51909WB1995PLC072045,Concast Steel & Power Limited,OC,Kolkata,No,2017-11-07,2018-09-26,10326.6,8640.37,1686.23,0.0,-,1
225,U27100MH2004PTC143824,Nandkishore Steel Industries Private Limited,CD,Mumbai,Yes,2018-04-03,2018-09-26,33.98,12.49,21.49,0.0,-,1
226,U15494TN2007PTC062667,Annamalai Foods Private Limited,OC,Chennai,Yes,2018-01-25,2018-09-26,15.1,10.59,4.51,0.0,-,1
227,U74140TN2005PTC057004,Inasra Technologies Private Limited,OC,Chennai,Yes,2017-09-15,2018-09-26,10.81,4.68,6.13,0.0,-,1
228,U51909WB2012PTC173279,Snowblue Trexim Private Limited,OC,Kolkata,No,2017-12-11,2018-09-26,5.22,0.0,5.22,0.0,-,1
229,U36912GJ1977PTC072127,J.R.Diamonds Private Limited,OC,Ahmedabad,Yes,2018-02-13,2018-10-01,10.46,0.0,10.46,0.0,-,1
230,U05003TN2000PTC055167,Samudra Biopharma Private Limited,FC,Chennai,Yes,2018-06-04,2018-10-03,18.4,18.4,0,0.0,-,1
231,U27109DL2003PTC123364,Gee Ispat Private Limited,OC,New Delhi,Yes,2017-08-24,2018-10-05,513.33,511.67,1.66,0.0,-,1
232,U51909KL2005PTC018486,Nife Fire Systems Private Limited,OC,Chennai,Yes,2018-03-13,2018-10-05,6.859999999999999,3.42,3.44,0.0,-,1
233,U63011DL2006PTC145775,Geo Express Private Limited,FC,New Delhi,Yes,2018-01-31,2018-10-05,1.02,0.51,0.51,0.0,-,1
234,U93000DL2011PTC220381,Luxury Trains Private Limited,OC,New Delhi,Yes,2017-12-11,2018-10-08,69.36,40.14,29.22,0.0,-,1
235,U45400WB1984PLC037526,Jinprabhu Infrastructure Developments Limited,OC,Kolkata,No,2018-04-06,2018-10-08,0.09,0.0,0.09,2.0,-,1
236,U74900KA2011PTC061168,Fashionara Enterprises Private Limited,FC,Bengaluru,No,2018-05-07,2018-10-09,3.1,3.1,0,0.0,-,1
237,U74200PN2008PTC132311,Hitech Engineering Corporation India Private Limited,OC,Mumbai,No,2018-01-17,2018-10-10,131.19,39.49,91.7,0.0,-,1
238,U74140TG1998PTC028920,Nawa Engineers and Consultants Private Limited,OC,Hyderabad,No,2018-01-22,2018-10-10,55.91,26.56,29.35,0.0,-,1
239,U74999HR1998PLC035357,Vegan Colloids Limited,FC,Chandigarh,Yes,2017-11-24,2018-10-10,37.86,37.86,0,1.0,11.5,1
240,U40101WB2005PLC105797,Visa Power Limited,FC,Kolkata,Yes,2017-12-22,2018-10-11,4661.5,1886.53,2774.97,0.0,-,1
241,L27104TN1991PLC020533,Surana Industries Limited,OC,Chennai,Yes,2018-01-02,2018-10-12,2158.56,2149.56,9,2.0,520.9,1
242,U63013TN2006PTC058758,Business Jets India Private Limited,OC,Chennai,No,2018-04-24,2018-10-12,254.67,0.0,254.67,0.0,-,1
243,U74899DL1995PTC067579,SPM Auto Private Limited,OC,New Delhi,Yes,2017-10-17,2018-10-12,114.3,102.56,11.74,1.0,39.5,1
244,U25209GJ2013PTC074312,Meridian Extrusions Private Limited,OC,Ahmedabad,Yes,2018-03-05,2018-10-15,5.550000000000001,4.48,1.07,0.0,-,1
245,U20290KA2007PTC044264,Quetzel Furniture Systems Private Limited,OC,Bengaluru,Yes,2017-12-18,2018-10-16,8.2,1.45,6.75,0.0,-,1
246,U15312PB1987PLC007497,Julka Rice and Oil Mills Limited,CD,Chandigarh,Yes,2018-04-05,2018-10-16,7.0600000000000005,6.66,0.4,0.0,-,1
247,L55101CH1980PLC004249,James Hotels Limited,FC,Chandigarh,No,2017-04-27,2018-10-17,206.55,172.32,34.23,6.0,153,1
248,U28111WB2005PTC105536,Precision Engineers & Fabricators Private Limited,OC,Kolkata,Yes,2017-04-04,2018-10-22,79.97,79.28,0.69,1.0,-,1
249,U27105PN1998PTC114019,Ramdas Ispat and Metals Private Limited,OC,Mumbai,Yes,2018-04-06,2018-10-22,20.05,12.8,7.25,0.0,-,1
250,L15490GJ1993PLC019895,Anil Limited,FC,Ahmedabad,Yes,2017-08-23,2018-10-25,1693.53,1338.21,355.32,1.0,419.36,1
251,U05001WB1995PTC075751,andaman Sea Foods Pvt Ltd,FC,Kolkata,Yes,2018-04-24,2018-10-25,60.57,60.57,0,0.0,-,1
252,U27100TG2008PTC061482,Kamineni Steel & Power India Private Limited,CD,Hyderabad,Yes,2017-02-10,2018-10-26,1651.21,1509.32,141.89,3.0,600,1
253,U13209DL1960PTC003211,Forgings Private Limited,FC,New Delhi,Yes,2018-03-28,2018-10-26,36.87,36.87,0,0.0,-,1
254,U74899DL2001PTC109299,Biotropics Pharma Private Limited,OC,New Delhi,Yes,2018-04-09,2018-10-26,18.06,16.58,1.48,0.0,-,1
255,U51103MH2013PTC244302,Dev Blessing Traders Private Limited,FC,Mumbai,No,2017-12-01,2018-10-26,5.42,5.42,0,0.0,-,1
256,U45203WB2004PTC098037,Hahnemann Housings & Development Private Limited,FC,Kolkata,No,2018-04-26,2018-10-29,1.062,1.02,0.042,0.0,-,1
257,L15143MH1992PLC066662,Rasoya Proteins Limited,FC,Mumbai,Yes,2017-06-27,2018-10-30,941.22,501.98,439.24,0.0,-,1
258,U36100MH1998PTC117001,Kokama International Private Limited,FC,Mumbai,Yes,2018-03-12,2018-10-30,30.27,30.27,0,0.0,-,1
259,U15139TN2007PTC064706,Oceanic Tropical Fruits Private Limited,FC,Chennai,No,2017-09-12,2018-10-31,432.12,426.14,5.98,2.0,-,1
260,U65921CT1989PTC005310,Vandanaa Energy and Steels Private Limited,FC,Mumbai,No,2017-10-20,2018-10-31,323.31,320.37,2.94,0.0,-,1
261,U36911DL2011PTC214666,Sharda Gems and Jewels Private Limited,FC,New Delhi,Yes,2018-03-06,2018-10-31,5.78,5.78,0,0.0,-,1
262,L14299TN1993PLC026123,Jain Granites & Projects India Limited,OC,Chennai,No,2017-11-23,2018-11-01,39.22,33.75,5.47,2.0,28.38,1
263,U27106MH1999PLC119531,Ramanand Steel Limited,FC,Mumbai,Yes,2018-03-20,2018-11-02,84.76,84.76,0,0.0,-,1
264,L30007TN1993PLC024842,Ashok Magnetics Limited,FC,Chennai,No,2017-09-04,2018-11-09,74.21,59.87,14.34,2.0,13.7,1
265,U74140WB2011PTC163396,Bhootnath Consultancy Private Limited,OC,Kolkata,Yes,2018-05-07,2018-11-09,0.023,0.0,0.023,0.0,-,1
266,U52100WB2012PTC176701,Satyalaxmi Tradelinks Private Limited,OC,Kolkata,Yes,2018-05-07,2018-11-09,0.022,0.0,0.022,0.0,-,1
267,U36911GJ1983PTC068551,Kohinoor Diamonds Private Limited,OC,Ahmedabad,Yes,2018-02-13,2018-11-13,8304.46,8297.31,7.15,0.0,-,1
268,U23201MH1997PLC110834,Ispat Energy Limited,OC,Mumbai,Yes,2018-04-25,2018-11-14,42.55,42.05,0.5,0.0,-,1
269,U51101TG2014PTC092294,Farmers Pulse Private Limited,FC,Hyderabad,Yes,2018-04-05,2018-11-14,27.41,27.41,0,0.0,-,1
270,U51101WB2010PTC145435,Flower Dealcom Private Limited,OC,Kolkata,Yes,2018-05-16,2018-11-14,0.046,0.0,0.046,0.0,-,1
271,U74899DL1987PTC027618,A J Castings Private Ltd,OC,New Delhi,Yes,2017-06-01,2018-11-15,6.62,3.7,2.92,0.0,-,1
272,U61200MH2010PLC208659,Varun Resources Limited,FC,Mumbai,No,2017-06-14,2018-11-16,3171.9,2958.69,213.21,1.0,489.9,1
273,L29299OR1948PLC000713,Hari Machines Limited,OC,Kolkata,Yes,2018-05-15,2018-11-16,739.4,703.4,36,0.0,-,1
274,U51109WB1992PLC055382,Ramsarup Vyapaar Ltd,FC,Kolkata,Yes,2018-05-17,2018-11-16,129.39,129.39,0,0.0,-,1
275,U29305DL2012PTC241468,SBJ Exports & MFG Private Limited,FC,New Delhi,Yes,2017-08-16,2018-11-16,49.49,49.23,0.26,0.0,-,1
276,U24304RJ1979PLC001892,Ashoka Multiyarn Mills Limited,FC,Jaipur,Yes,2017-11-15,2018-11-16,38.32,29.46,8.86,1.0,18.25,1
277,U63090GJ2002PLC040982,Siddhi Vinayak Logistic Limited,OC,Ahmedabad,No,2017-09-12,2018-11-19,2361.29,2358.2,3.09,0.0,-,1
278,U21093TG1995PLC019545,Sri Vinayaka Paper and Boards Limited,CD,Hyderabad,Yes,2017-09-22,2018-11-26,281.94,270.89,11.05,4.0,87.37,1
279,L74999DN1992PLC000041,Today's Writing Instruments Limited,OC ,Ahmedabad,Yes,2017-10-05,2018-11-30,413.13,393.86,19.27,0.0,-,1
280,U27101TG1986PLC006428,Sree Ramakrishna Alloys Limited,FC,Hyderabad,No,2017-08-29,2018-11-30,91.12,78.72,12.4,1.0,55.32,1
281,U51909PB2005PTC028699,Kochar Overseas Private Limited,CD,Chandigarh,Yes,2017-11-27,2018-11-30,73.81,65.81,8,1.0,12,1
282,U20296GJ2013PTC076335,Shreenidhi Woodtech Private Limited,OC,Ahmedabad,Yes,2017-12-22,2018-11-30,0.673,0.625,0.048,0.0,-,1
283,U27107TZ1995PTC006075,Pavai Alloys and Steels Private Limited,OC,Chennai,Yes,2018-06-29,2018-12-03,52.78,52.52,0.26,0.0,-,1
284,U17111TZ1994PTC004849,Harshavardhan Cotton and Synthetics Private Limited,OC,Chennai,Yes,2018-03-12,2018-12-03,19.48,15.04,4.44,0.0,-,1
285,U34300PN2001PTC016203,Delta Automobiles Private Limited,CD,Mumbai,Yes,2018-06-13,2018-12-03,11.63,5.52,6.11,0.0,-,1
286,L93090TN1989PLC033430,Nova Electro Magnetics Private Limited,OC,Chennai,Yes,2018-08-23,2018-12-03,0.02,0.0,0.02,0.0,-,1
287,U45201OR2000PTC006206,Falcon Consultancy Private Limited,FC,Kolkata,Yes,2018-02-23,2018-12-05,45.2,45.2,0,0.0,-,1
288,U05110TZ1996PTC007170,Sri Vari Metal Works Private Limited,FC,Chennai,Yes,2018-01-09,2018-12-05,35.739999999999995,35.44,0.3,0.0,-,1
289,U51102TN1995PTC031560,Matrix Metal Traders Private Limited,OC,Chennai,Yes,2018-04-05,2018-12-05,11.15,10.88,0.27,0.0,-,1
290,U45203OR1995PLC003982,Coastal Projects Limited,FC,Kolkata,No,2018-01-05,2018-12-06,7489.610000000001,7170.47,319.14,1.0,989.3,1
291,U27109WB2003PTC096154,Vasudev Ispat Private Limited,FC,Kolkata,No,2018-02-15,2018-12-07,48.72,48.18,0.54,2.0,4.7,1
292,U05001TN1994PLC029335,Oceanic Edibles International Limited,FC,Chennai,Yes,2017-09-13,2018-12-10,488.77,488.7,0.07,0.0,-,1
293,U29296UP1998PTC023655,Aman Medical Products Private Limited,FC,Allahabad,Yes,2018-06-14,2018-12-10,58.05,56.38,1.67,0.0,-,1
294,U30006TN1991PLC020837,Nagarjuna Oil Corporation Limited,OC,Chennai,Yes,2017-07-25,2018-12-11,8380.16,8038.77,341.39,3.0,1456,1
295,U19201TN1994PTC026984,Forward Shoes (India) Private Limited,OC,Chennai,Yes,2017-06-19,2018-12-11,138.07,120.62,17.45,1.0,138.68,1
296,U27106TG1997PLC026861,Sri Gangadhara Steels Limited,FC,Hyderabad,No,2017-08-29,2018-12-11,121.65,113.83,7.82,1.0,72.98,1
297,U31102PB2008PLC032418,Muskaan Power Infrastructure Limited,FC,Chandigarh,No,2017-07-28,2018-12-11,26.95,26.95,0,1.0,23,1
298,U31200TG2001PTC037202,Neutrino Power Systems Private Limited,CD,Hyderabad,No,2018-01-22,2018-12-14,42.75,9.44,33.31,1.0,0.95,1
299,U74899DL1985PLC021377,Gallium Industries Limited,FC,New Delhi,No,2017-07-21,2018-12-17,85.2,82.15,3.05,1.0,17.83,1
300,U17111TZ1990PLC002634,Jaimurugan Textiles Limited,OC,Chennai,Yes,2018-04-04,2018-12-18,3.69,0.3,3.39,0.0,-,1
301,U27320DL2007PLC167099,Global Houseware Limited,OC,New Delhi,No,2017-05-03,2018-12-19,59.71,55.55,4.16,1.0,48.78,1
302,U17119WB1997PTC085688,Linus Processors Private Limited,FC,Kolkata,Yes,2018-03-13,2018-12-19,21.99,21.99,0,0.0,-,1
303,U15412WB2007PTC117567,Scope Vincom Industries Private Limited,OC,Kolkata,Yes,2018-06-11,2018-12-20,12.97,11.23,1.74,0.0,-,1
304,U62200TZ2013PTC019636,Air Carnival Private Limited,OC,Chennai,Yes,2017-11-02,2018-12-20,12.8,12.8,0,0.0,-,1
305,U45400WB2010PLC153282,Concast Infratech Limited,FC,Kolkata,Yes,2018-06-12,2018-12-21,780.07,780.07,0,0.0,-,1
306,U27310TZ2008PTC014707,Everon Castings Private Limited,OC,Chennai,No,2017-12-29,2018-12-21,47.94,28.7,19.24,3.0,25,1
307,U51909MH2008PTC181892,Avance Logistics and Trading (India) Private Limited,FC,Mumbai,Yes,2017-09-11,2018-12-24,4.37,4.37,0,0.0,-,1
308,U15142MH1976PLC019209,Biotor Industries Limited,FC,Mumbai,Yes,2018-01-01,2018-12-31,3849.56,2940.3,909.26,1.0,-,1
309,U45200MH2005PTC157219,Gupta Infrastructures (India) Private Limited,FC,Mumbai,No,2018-02-01,2019-01-02,4206.16,4200.43,5.73,1.0,155,1
310,U45203TZ2008PTC014603,Uthrakaliamman Infrastructures Private Limited,FC,Chennai,Yes,2018-05-14,2019-01-07,197.67,197.67,0,0.0,-,1
311,U27101MH2004PTC146696,Sheth Metal Private Limited,FC,Mumbai,Yes,2018-06-06,2019-01-07,95.06,36.21,58.85,0.0,-,1
312,U31909OR2004PLC007584,Powercon Projects and Associates Limited,OC,Kolkata,Yes,2018-07-10,2019-01-08,15.04,15.04,0,0.0,-,1
313,U28113PB2012PTC036127,Kingfisher Industries Private Limited,CD,Chandigarh,Yes,2018-03-20,2019-01-09,18.87,18.87,0,0.0,-,1
314,U72200KA2009PTC059565,Notion Ink Design Labs Private Limited,FC,Bengaluru,Yes,2018-04-24,2019-01-09,7.5,7.5,0,1.0,-,1
315,U50300MH2013PTC246041,Kamla Landmarc Motors Private Limited,FC,Mumbai,Yes,2017-08-16,2019-01-10,11.27,11.27,0,0.0,-,1
316,L61100MH1976PLC019092,Bharati Defence and Infrastructure Limited,FC,Mumbai,Yes,2017-06-06,2019-01-14,11866.63,11373.0,493.63,5.0,3167,1
317,U74990MH2009PTC195612,Auspice Trading Private Limited,OC,Mumbai,Yes,2018-04-24,2019-01-21,375.08,0.0,375.08,0.0,-,1
318,U99999MH1995PTC094879,Royal Hygiene Care Private Limited,CD,Mumbai,Yes,2018-04-16,2019-01-21,74.56,58.81,15.75,0.0,-,1
319,U45201TN2004PTC054910,Antony Projects Private Limited,OC,Chennai,Yes,2017-11-15,2019-01-22,23.51,21.47,2.04,0.0,-,1
320,U60232RJ2006PTC022727,Neo Aid Communication (India) Private Limited,OC,New Delhi,Yes,2018-07-09,2019-01-25,1.14,0.71,0.43,0.0,-,1
321,U70109PB2011PTC035395,SMD Infra Ventures Private Limited,FC,Chandigarh,Yes,2018-04-03,2019-01-25,0.0,,0,0.0,-,1
322,U74999TN2008PLC066902,Surana Power Limited,OC,Chennai,No,2018-02-19,2019-01-28,3182.52,2477.5,705.02,0.0,-,1
323,U22222MH2011PTC213842,Brand Connect Communications (India) Private Limited,OC,Mumbai,Yes,2018-03-27,2019-01-28,4.39,0.49,3.9,0.0,-,1
324,U15549MH2006PTC162624,Nvento Foods Technologies Private Limited,FC,Mumbai,Yes,2017-08-23,2019-01-28,1.08,0.28,0.8,0.0,-,1
325,U85110TN2008PTC069555,Bharat Medicare Private Limited,OC,Chennai,No,2018-04-18,2019-01-28,0.0,0.0,0,0.0,-,1
326,U00291WB2002PLC120235,Leather World India Limited,FC,Kolkata,Yes,2018-06-13,2019-01-29,47.76,35.41,12.35,0.0,-,1
327,U51109DL2007PTC169440,Savemax Wholesale Club Private Limited,OC,New Delhi,Yes,2018-03-28,2019-01-30,214.71,207.12,7.59,0.0,-,1
328,U28112TZ1993PTC004399,KCT Steels Private Limited,FC,Chennai,Yes,2018-07-23,2019-01-31,25.05,25.05,0,0.0,-,1
329,U15400GJ2012PTC070124,Stratus Foods Private Limited,OC,Ahmedabad,Yes,2017-04-10,2019-01-31,7.26,1.7,5.56,0.0,-,1
330,U74899DL1988PTC030427,Integrated Caps Private Limited,OC,New Delhi,Yes,2018-03-06,2019-02-01,48.120000000000005,29.64,18.48,0.0,-,1
331,U45201RJ2011PTC037052,Shipra Infraprojects Private Limited,OC,Jaipur,Yes,2017-06-01,2019-02-01,0.09,0.0,0.09,0.0,-,1
332,U29309TG2000PTC035239,Servomax India Private Limited,OC,Hyderabad,Yes,2018-02-22,2019-02-04,688.38,679.09,9.29,4.0,164.05,1
333,L51909DL1991PLC045084,ANG Industries Limited,CD,New Delhi,No,2017-08-31,2019-02-04,204.28,136.21,68.07,1.0,-,1
334,U17111TZ2004PTC011356,Sri Chandra Moulishvar Spinning Mills Private Limited,OC,Chennai,No,2018-06-07,2019-02-04,52.6,51.07,1.53,0.0,-,1
335,U31900WB2008FTC128002,Tavrida Electric India Private Limited,OC,Kolkata,No,2018-08-02,2019-02-04,9.9,0.0,9.9,0.0,-,1
336,U17111TN2003PTC050935,Subburaj Cotspin Mills Private Limited,OC,Chennai,Yes,2018-03-20,2019-02-04,8.7,7.51,1.19,0.0,-,1
337,U17114MH2000PLC126018,RTIL Limited,FC,Mumbai,No,2018-04-10,2019-02-05,4163.27,4092.7,70.57,0.0,-,1
338,U45400TN2010PTC078050,Infinitas Energy Solutions Private Limited,FC,Chennai,No,2017-09-18,2019-02-06,200.82,190.88,9.94,2.0,34.33,1
339,U17111TZ1997PTC008133,Summer India Textile Mills Private Limited,FC,Chennai,No,2017-06-13,2019-02-08,234.51,223.74,10.77,1.0,35,1
340,U51909DL1998PTC093002,Talwar Agencies Private Limited,OC,New Delhi,No,2018-08-06,2019-02-08,3.81,3.26,0.55,0.0,-,1
341,U45201TN2006PTC061227,Deleo Construction Private Limited,FC,Chennai,Yes,2018-07-09,2019-02-08,1.82,1.82,0,0.0,-,1
342,U74999MH2016PTC273752,BAADL Technologies Private Limited,OC,Mumbai,No,2018-04-10,2019-02-08,0.62,0.0,0.62,0.0,-,1
343,U32202MH1998PTC115387,Acasia Tele Services Private Limited,OC,Mumbai,Yes,2018-03-20,2019-02-11,150.72,0.0,150.72,0.0,-,1
344,U27100MH2003PTC143498,Saicon Steels Private Limited,CD,Mumbai,Yes,2018-05-02,2019-02-11,63.68,63.68,0,0.0,-,1
345,U27101WB1991PLC051901,Impex Metal & Ferro Alloys Ltd,FC,Kolkata,No,2018-03-09,2019-02-12,642.11,611.28,30.83,3.0,81.98,1
346,U15132HR2013PTC048297,Tara Chand Rice Mills Private Limited,OC,Chandigarh,Yes,2018-03-16,2019-02-12,238.33,204.67,33.66,3.0,17.81,1
347,U15424WB2002PLC094242,JHV Distilliers and Sugars Mills Private Limited,FC,Kolkata,Yes,2018-05-08,2019-02-12,39.63,39.63,0,0.0,-,1
348,U51109DL2010PTC208724,Value Makers International Private Limited,FC,New Delhi,No,2018-03-08,2019-02-12,0.31,0.29,0.02,0.0,-,1
349,U28900PB1997PTC019242,Sadhbhawana Impex Private Limited,FC,Chandigarh,Yes,2018-08-21,2019-02-13,3922.91,3922.88,0.03,0.0,-,1
350,U74900MH2011PTC220329,Great United Energy Private Limited,OC,Mumbai,Yes,2018-06-26,2019-02-13,58.13,39.66,18.47,0.0,-,1
351,U17119WB1988PLC044622,Tirupati Jute Industries Limited,FC,Kolkata,No,2018-01-22,2019-02-13,41.75,34.33,7.42,3.0,25.27,1
352,U27310TN2007PLC062823,SBQ Steels Limited,FC,Chennai,Yes,2017-12-29,2019-02-14,3875.41,3640.71,234.7,1.0,430,1
353,U02101TZ2002PTC010260,Senthil Papers and Boards Private Limited,FC,Chennai,No,2017-11-14,2019-02-14,328.26,318.78,9.48,2.0,110.34,1
354,U45400DL2000PTC106833,Sharnam Industries Private Limited,FC,New Delhi,Yes,2018-05-04,2019-02-14,1.78,1.78,0,0.0,-,1
355,L24304RJ1982PLC008646,Parasrampuria Synthetics Limited,FC,Jaipur,Yes,2018-05-17,2019-02-15,23498.21,23442.85,55.36,1.0,75,1
356,U27100MH2003PTC139994,Nimit Steels and Alloys Private Limited,FC,Mumbai,No,2018-04-23,2019-02-18,180.24,174.14,6.1,0.0,-,1
357,U51390DL1996PLC157651,Best Textiles Limited,OC,New Delhi,No,2018-04-03,2019-02-18,166.62,165.08,1.54,2.0,17,1
358,U74899DL1995PLC072757,J.V. Strips Limited,OC,New Delhi,No,2018-04-13,2019-02-18,125.36,79.93,45.43,2.0,17.6,1
359,U70101TN2008PTC067260,Praiseworth Infra Private Limited,FC,Chennai,Yes,2018-08-03,2019-02-19,2431.28,2431.28,0,0.0,-,1
